Country_Name,Country_Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lebanon,LBN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Liberia,LBR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,,,,,,,30.7,,,
Libya,LBY,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,13.7,,,15.7,,,12.7,,,13.4,,,12.5,,,12.3,,,12,,,11.3,,,9.4,,,6.5,,5.8,5.5,4.7,4.6,,,,
Least developed countries: UN classification,LDC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,49.6,,,50.6,,,50,,,50.6,,,53.2,,,51.7,,,50.6,,,48.9,,,44.5,,,41.4,,39.7,38.4,36.7,35.4,,,,
Liechtenstein,LIE,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,13.4,,,,,11.1,,,,,10.9,,,,,,,9.7,,,,5.5,,,3.9,,,3.4,,,,,
Lower middle income,LMC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,36.7,,,35.5,,,34.2,,,31.9,,,32.4,,,30,,,29.2,,,27.7,,,24.6,,,22.2,,19.8,17.8,16.6,15.1,,,,
Low & middle income,LMY,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,39.5,,,36.1,,,32.7,,,32.4,,,31.4,,,27.7,,,27,,,24.5,,,20.3,,,17.8,,15.9,14.3,13.3,11.7,,,,
Lesotho,LSO,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,59.7,,,,,,,,57.6,,,,,,,,48.1,,,,,,,,47.5,,,,,,,
Late-demographic dividend,LTE,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,0.1,,,,,8,,,,,,,,,,,2.7,1.8,1.3,1.1,1.3,2,1.6,0.8,0.9,0.8,1.2,,,
Luxembourg,LUX,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.1,0,0.1,0.1,,,
Latvia,LVA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,0,,,,,0.2,,1.1,1.8,,,,,,,,2.4,2.1,1.1,0.6,1,1.7,1.5,1,0.9,0.7,0.5,,,
"Macao SAR, China",MAC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,10.2,,,,,,4.5,,,,,,,,7.8,,7.4,,,,,,4.1,,,,,,,,,,,
Monaco,MCO,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,15,23.1,30.5,28.6,23.1,14.8,8.7,9.5,13,3.1,1.8,2,1.7,1.1,0.7,0.6,0.3,0.1,0.2,,
Madagascar,MDG,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,34.3,,,,,,,,,,,,,50.6,,,,48.4,,47.5,,52.2,,,,51.8,,,,,57.7,,58.2,,,,,
Maldives,MDV,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,7.3,,,,,,,,
Middle East & North Africa,MEA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,9.4,,,9.4,,,7.2,,,7.8,,,7.3,,,5.2,,,4.6,,,4.4,,,3.9,,3.4,3.6,3.3,3.1,,,,
Mexico,MEX,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,7.3,,,,,,,,8.8,,8.2,,12,,12.2,,9.4,,8.2,,5.1,,3.5,,3.8,,3.7,,3,,3.3,,,
Marshall Islands,MHL,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.2,8.3,6.5,5.4,4.5,,
Mali,MLI,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,67.4,,,,,,,42.3,,,,,37.2,,,35.9,,,,,,,,
Malta,MLT,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,
Middle East & North Africa (excluding high income),MNA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.2,0.1,0,0.1,0.3,1,0.9,0.1,,,
Mongolia,MNG,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,12.3,,,23.3,,,,10.6,,,,,2.5,,,1.9,1.3,0.8,,0.5,,,
Northern Mariana Islands,MNP,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,65,,,,,,60.4,,,,,,51.4,,,,,,,,,
Mauritania,MRT,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,32.2,,,,,,31.3,,18.1,,,,,16.5,,,,13.8,,,,10.7,,,,,,6.5,,,
Mauritius,MUS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,0.7,,,,,
Malawi,MWI,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,45.8,,,,,,,52.9,,,,,,52.9,,,,,,,
Malaysia,MYS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,3.4,,,3,,2.7,,,2.6,,,2.7,,1.4,,,,,,,0.6,,,0.8,,0.6,,,,,,,,
North America,NAC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,18.6,,,,,,,,
New Caledonia,NCL,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,56.2,,61.8,,,,,,,,,,,55.4,,51,,,,36.6,,,33.9,,,
Nigeria,NGA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,34.5,,,,,,,44,,,,48.4,,,,,,,40.8,,,,,,40.3,,,,,,,,
Nicaragua,NIC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,30,,,,,20.6,,,14.8,,,,8.9,,,,7.4,,,,,3.9,,,
Netherlands,NLD,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0,0,0.1,0.1,0,0.1,0.1,0,0.1,,,
Norway,NOR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,,,
Nepal,NPL,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,43.9,,,,,,,,34,,,,,,,15.8,,,,,,,
Nauru,NRU,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,43.8,,,42.8,,,,,,18.3,,21.8,,,25.1,,,18.5,17.5,,15.4,,,11.9,11.4,,9.5,,,,
Panama,PAN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,21.4,,19.1,,,,14.9,,13.3,13.7,12,13,13.8,10,9.7,8.9,8.4,9.1,6.8,4.6,3.2,3.9,3.6,3.8,2.8,3.3,2.2,,
Peru,PER,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,14.7,14,14.4,13.5,14.5,12.7,10.8,10.2,11.4,10,8.4,6.8,5.6,4.4,4,3.8,3.4,3,3,,
Philippines,PHL,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,22.2,,,20.6,,,20.8,,,19.7,,,15.1,,,13.8,,,12.7,,,13.5,,,11.1,,,12,,,9.4,,
Palau,PLW,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,42.4,,,,,,,,,,,,,30.2,,,,,,,,
Poland,POL,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,0.5,,,4.4,,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,,,
Pre-demographic dividend,PRE,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.1,0.3,0.2,0.2,0.1,0.4,0.6,0.7,0.5,,,
Paraguay,PRY,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,1.3,,,,,10.4,,8.8,,8.6,,7.8,11.4,7.9,6.2,6.3,8.4,7,4.9,5.5,5.3,4.9,3.5,2.3,2.5,2.4,,
West Bank and Gaza,PSE,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.1,0.7,2,,0.6,0.7,0.6,,,,,,
Pacific island small states,PSS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,2.9,7.5,8.3,6.5,6.4,5,3.7,3,3,2.1,1,0.8,1,0.9,0.8,0.8,,,,
Russian Federation,RUS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,2.8,,,3.4,1.4,2,3.7,2.6,2,1,1.1,1,0.7,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0.1,,
Rwanda,RWA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,43.7,,,,,,,,,,,,,,,,57.1,,,,,50.2,,,,,43.8,,,43.7,,,,
South Asia,SAS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,40.1,,,38.5,,,35.8,,,33.8,,,33.8,,,31,,,,,,30,,,27.1,,,24.6,,22,18.9,17.3,15.4,,,,
Saudi Arabia,SAU,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,
Senegal,SEN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,53.3,,,42.3,,,,,,,36.1,,,,29.9,,,,,,29.6,,,,,,
Singapore,SGP,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,,,,,,,,21.4,,,,
Sierra Leone,SLE,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,57.4,,,,,,,,,,,,,,42.3,,,,,,,,38.1,,,,,,
El Salvador,SLV,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,17.1,,17.8,,,,17.3,18.6,,17.3,14.4,10.1,11,10.9,13.9,8.8,8.4,6,4.4,6.5,5.9,6.7,4.7,4.2,3.4,3.3,2.4,,
San Marino,SMR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5,0.8,1.1,0.5,0.3,0.2,0.3,0.3,,,0.3,,,,
Sub-Saharan Africa (excluding high income),SSA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,,,,
Sub-Saharan Africa,SSF,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,41.3,,,44.7,,,44.2,,,43.8,,,43,,,38.6,,,36,,35.1,34,33,31.9,,,,
Small states,SST,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,,,,,26.8,,,,,,,
Suriname,SUR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,23.7,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,0,,,,0,,,,0.6,,,,,,,,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.3,0.6,,,
Slovenia,SVN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,0,,,,,,0.1,,,,,,,,,,,0.1,0.1,0.1,0,0,0,0,0,0,0,0,,,
Sweden,SWE,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.9,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,,,
Swaziland,SWZ,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,66.1,,,,,,35.4,,,,,,,,,32.1,,,,,,,,
Sint Maarten (Dutch part),SXM,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
Syrian Arab Republic,SYR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,46.9,,,,,,,,30.8,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,,,,,40.6,,,,37.1,,
Thailand,THA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,15.5,,,,,,,12.4,,10.2,,7.9,,4.5,,3.3,,2.9,4.1,4.1,,2.4,,1.7,,1.2,0.8,0.5,0.5,0.4,0.2,0.2,0.1,,,,
Tajikistan,TJK,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,40.5,,,,25.3,15.4,,,10.8,,6.1,,,22.1,20.8,18.7,5.2,,
Turkmenistan,TKM,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,32,,,,,,33.1,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,1.9,,,,,,,,
South Asia (IDA & IBRD),TSA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,1.8,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,12.3,,,,,9.3,,,,,9.8,,,,,5.9,,,,,3.7,,,,,2.3,,,,,,,
Turkey,TUR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,2.4,,,,,,,3.3,,,,,,,,2.5,3.9,2.6,2.8,2.1,1.6,1.3,1.1,1.1,0.8,0.7,0.6,0.5,,,
Tuvalu,TUV,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,
Tanzania,TZA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,52,,,,,,,,,64.8,,,,,,,40.5,,,,36.3,,,,,,
Uganda,UGA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,68.4,,,49.7,,,,43.6,,,46.8,,,45,,,39,,,,31.5,,,27.5,,,,,
Ukraine,UKR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,5.9,6.4,,,,,,2.5,1.3,1.1,0.5,0.3,0.2,0.1,0.1,0,0,0.1,0,0,0.1,,
Upper middle income,UMC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,40.6,,,34.6,,,28.9,,,30.3,,,27.1,,,21.7,,,20.8,,,17,,,11.2,,,8.5,,6.8,5.5,4.7,2.8,,,,
Uruguay,URY,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,0.7,,,,,,,,0.6,,,,,,,,,,,,,,,,,1.2,0.9,0.6,0.5,0.4,0.4,0.5,0.4,0.4,0.4,,
United States,USA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,0.5,,,,,0.5,,,0.6,,,0.7,,,0.7,,,,1,,,1,,,1.1,,,1,,,,
Uzbekistan,UZB,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,36,,49,,45.8,47.7,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,2.4,,,,,,2.5,,7.7,,,4.3,,,8.2,,,10.8,9.5,,9.1,14.6,18.3,16.2,15.8,9,,,,,,,,,,,
British Virgin Islands,VGB,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,36,,,,,,27.7,,,,29.3,,22.4,,17.6,,14.7,,4.7,,3.3,,3.1,,,
Vanuatu,VUT,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,
World,WLD,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,31.4,,,28.9,,,26.4,,,26.4,,,25.7,,,22.8,,,22.3,,,20.3,,,16.9,,,14.9,,13.4,12.1,11.2,9.9,,,,
Samoa,WSM,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,
